event_id,event_status,current_line,current_total,capture_time,ML_away,ML_home
179618933,NOT_STARTED,-5.5,,2020-12-16 15:49:31.330400-05:00,188,-235
179618936,NOT_STARTED,-2.0,,2020-12-16 15:49:31.330400-05:00,110,-136
179618937,NOT_STARTED,3.0,,2020-12-16 15:49:31.330400-05:00,-152,125
179623773,NOT_STARTED,-5.5,,2020-12-16 15:49:31.330400-05:00,175,-215
179618935,NOT_STARTED,-1.0,,2020-12-16 15:49:31.330400-05:00,-106,-115
179618788,NOT_STARTED,-5.5,,2020-12-16 15:49:31.330400-05:00,188,-235
179618789,NOT_STARTED,-7.5,,2020-12-16 15:49:31.330400-05:00,245,-315
179618790,NOT_STARTED,1.0,,2020-12-16 15:49:31.330400-05:00,-117,-104
179618791,NOT_STARTED,-7.0,,2020-12-16 15:49:31.330400-05:00,225,-278
179618792,NOT_STARTED,2.0,,2020-12-16 15:49:31.330400-05:00,-125,102
179618933,NOT_STARTED,-5.5,,2020-12-16 16:39:00.005735-05:00,188,-235
179618936,NOT_STARTED,-2.0,,2020-12-16 16:39:00.005735-05:00,110,-136
179618937,NOT_STARTED,3.0,,2020-12-16 16:39:00.005735-05:00,-152,125
179623773,NOT_STARTED,-5.5,,2020-12-16 16:39:00.005735-05:00,175,-215
179618935,NOT_STARTED,-1.0,,2020-12-16 16:39:00.005735-05:00,-106,-115
179618788,NOT_STARTED,-5.5,,2020-12-16 16:39:00.005735-05:00,188,-235
179618789,NOT_STARTED,-7.5,,2020-12-16 16:39:00.005735-05:00,245,-315
179618790,NOT_STARTED,1.0,,2020-12-16 16:39:00.005735-05:00,-117,-104
179618791,NOT_STARTED,-7.0,,2020-12-16 16:39:00.005735-05:00,225,-278
179618792,NOT_STARTED,2.0,,2020-12-16 16:39:00.005735-05:00,-125,102
179618933,NOT_STARTED,-5.5,,2020-12-16 18:18:35.493552-05:00,+188,-235
179618936,NOT_STARTED,-2.0,,2020-12-16 18:18:35.493552-05:00,+110,-136
179618937,NOT_STARTED,3.0,,2020-12-16 18:18:35.493552-05:00,-152,+125
179623773,NOT_STARTED,-5.5,,2020-12-16 18:18:35.493552-05:00,+175,-215
179618935,NOT_STARTED,-1.0,,2020-12-16 18:18:35.493552-05:00,-106,-115
179618788,NOT_STARTED,-5.5,,2020-12-16 18:18:35.493552-05:00,+188,-235
179618789,NOT_STARTED,-7.5,,2020-12-16 18:18:35.493552-05:00,+245,-315
179618790,NOT_STARTED,1.0,,2020-12-16 18:18:35.493552-05:00,-117,-104
179618791,NOT_STARTED,-7.0,,2020-12-16 18:18:35.493552-05:00,+225,-278
179618792,NOT_STARTED,2.0,,2020-12-16 18:18:35.493552-05:00,-125,+102
