ML_away,ML_home,away_score,capture_time,current_line,current_total,event_id,event_status,home_score,minute,period,second
-152.0,133.0,,2020-12-26 09:47:20.758564-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 09:47:20.758564-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 09:47:20.758564-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 09:47:20.758564-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 09:47:20.758564-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 09:47:20.758564-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 09:47:20.758564-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 09:47:20.758564-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 09:47:20.758564-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 09:47:20.758564-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 09:47:20.758564-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
148.0,-175.0,,2020-12-26 09:47:20.758564-05:00,-3.5,55.5,179639567,NOT_STARTED,,,,
-305.0,255.0,,2020-12-26 09:47:20.758564-05:00,7.0,46.0,176073549,NOT_STARTED,,,,
-435.0,360.0,,2020-12-26 09:48:21.892395-05:00,9.5,54.0,179639535,NOT_STARTED,,,,
205.0,-240.0,,2020-12-26 09:48:21.892395-05:00,-5.5,48.5,179639537,NOT_STARTED,,,,
-152.0,133.0,,2020-12-26 09:48:21.892395-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 09:48:21.892395-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 09:48:21.892395-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 09:48:21.892395-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 09:48:21.892395-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 09:48:21.892395-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 09:48:21.892395-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 09:48:21.892395-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 09:48:21.892395-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 09:48:21.892395-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 09:48:21.892395-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
148.0,-175.0,,2020-12-26 09:48:21.892395-05:00,-3.5,55.5,179639567,NOT_STARTED,,,,
-305.0,255.0,,2020-12-26 09:48:21.892395-05:00,7.0,46.0,176073549,NOT_STARTED,,,,
-435.0,360.0,,2020-12-26 09:49:20.057300-05:00,9.5,54.0,179639535,NOT_STARTED,,,,
205.0,-240.0,,2020-12-26 09:49:20.057300-05:00,-5.5,48.5,179639537,NOT_STARTED,,,,
-152.0,133.0,,2020-12-26 09:49:20.057300-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 09:49:20.057300-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 09:49:20.057300-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 09:49:20.057300-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 09:49:20.057300-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 09:49:20.057300-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 09:49:20.057300-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 09:49:20.057300-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 09:49:20.057300-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 09:49:20.057300-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 09:49:20.057300-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
148.0,-175.0,,2020-12-26 09:49:20.057300-05:00,-3.5,55.5,179639567,NOT_STARTED,,,,
-305.0,255.0,,2020-12-26 09:49:20.057300-05:00,7.0,46.0,176073549,NOT_STARTED,,,,
-435.0,360.0,,2020-12-26 09:50:21.972479-05:00,9.5,54.0,179639535,NOT_STARTED,,,,
205.0,-240.0,,2020-12-26 09:50:21.972479-05:00,-5.5,48.5,179639537,NOT_STARTED,,,,
-152.0,133.0,,2020-12-26 09:50:21.972479-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 09:50:21.972479-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 09:50:21.972479-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 09:50:21.972479-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 09:50:21.972479-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 09:50:21.972479-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 09:50:21.972479-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 09:50:21.972479-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 09:50:21.972479-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 09:50:21.972479-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 09:50:21.972479-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
148.0,-175.0,,2020-12-26 09:50:21.972479-05:00,-3.5,55.5,179639567,NOT_STARTED,,,,
-305.0,255.0,,2020-12-26 09:50:21.972479-05:00,7.0,46.0,176073549,NOT_STARTED,,,,
-435.0,360.0,,2020-12-26 09:51:21.545736-05:00,9.5,54.0,179639535,NOT_STARTED,,,,
205.0,-240.0,,2020-12-26 09:51:21.545736-05:00,-5.5,48.5,179639537,NOT_STARTED,,,,
-152.0,133.0,,2020-12-26 09:51:21.545736-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 09:51:21.545736-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 09:51:21.545736-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 09:51:21.545736-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 09:51:21.545736-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 09:51:21.545736-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 09:51:21.545736-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 09:51:21.545736-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 09:51:21.545736-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 09:51:21.545736-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 09:51:21.545736-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
148.0,-175.0,,2020-12-26 09:51:21.545736-05:00,-3.5,55.5,179639567,NOT_STARTED,,,,
-305.0,255.0,,2020-12-26 09:51:21.545736-05:00,7.0,46.0,176073549,NOT_STARTED,,,,
-435.0,360.0,,2020-12-26 09:52:22.445591-05:00,9.5,54.0,179639535,NOT_STARTED,,,,
205.0,-240.0,,2020-12-26 09:52:22.445591-05:00,-5.5,48.5,179639537,NOT_STARTED,,,,
-152.0,133.0,,2020-12-26 09:52:22.445591-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 09:52:22.445591-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 09:52:22.445591-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 09:52:22.445591-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 09:52:22.445591-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 09:52:22.445591-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 09:52:22.445591-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 09:52:22.445591-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 09:52:22.445591-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 09:52:22.445591-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 09:52:22.445591-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
148.0,-175.0,,2020-12-26 09:52:22.445591-05:00,-3.5,55.5,179639567,NOT_STARTED,,,,
-305.0,255.0,,2020-12-26 09:52:22.445591-05:00,7.0,46.0,176073549,NOT_STARTED,,,,
-435.0,360.0,,2020-12-26 09:53:21.692710-05:00,9.5,54.0,179639535,NOT_STARTED,,,,
205.0,-240.0,,2020-12-26 09:53:21.692710-05:00,-5.5,48.5,179639537,NOT_STARTED,,,,
-152.0,133.0,,2020-12-26 09:53:21.692710-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 09:53:21.692710-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 09:53:21.692710-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 09:53:21.692710-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 09:53:21.692710-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 09:53:21.692710-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 09:53:21.692710-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 09:53:21.692710-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 09:53:21.692710-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 09:53:21.692710-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 09:53:21.692710-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
148.0,-175.0,,2020-12-26 09:53:21.692710-05:00,-3.5,55.5,179639567,NOT_STARTED,,,,
-305.0,255.0,,2020-12-26 09:53:21.692710-05:00,7.0,46.0,176073549,NOT_STARTED,,,,
-435.0,360.0,,2020-12-26 09:54:22.380935-05:00,9.5,54.0,179639535,NOT_STARTED,,,,
205.0,-240.0,,2020-12-26 09:54:22.380935-05:00,-5.5,48.5,179639537,NOT_STARTED,,,,
-152.0,133.0,,2020-12-26 09:54:22.380935-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 09:54:22.380935-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 09:54:22.380935-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 09:54:22.380935-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 09:54:22.380935-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 09:54:22.380935-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 09:54:22.380935-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 09:54:22.380935-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 09:54:22.380935-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 09:54:22.380935-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 09:54:22.380935-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
148.0,-175.0,,2020-12-26 09:54:22.380935-05:00,-3.5,55.5,179639567,NOT_STARTED,,,,
-305.0,255.0,,2020-12-26 09:54:22.380935-05:00,7.0,46.0,176073549,NOT_STARTED,,,,
-435.0,360.0,,2020-12-26 09:55:21.962716-05:00,9.5,54.0,179639535,NOT_STARTED,,,,
205.0,-240.0,,2020-12-26 09:55:21.962716-05:00,-5.5,48.5,179639537,NOT_STARTED,,,,
-152.0,133.0,,2020-12-26 09:55:21.962716-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 09:55:21.962716-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 09:55:21.962716-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 09:55:21.962716-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 09:55:21.962716-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 09:55:21.962716-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 09:55:21.962716-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 09:55:21.962716-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 09:55:21.962716-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 09:55:21.962716-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 09:55:21.962716-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
148.0,-175.0,,2020-12-26 09:55:21.962716-05:00,-3.5,55.5,179639567,NOT_STARTED,,,,
-305.0,255.0,,2020-12-26 09:55:21.962716-05:00,7.0,46.0,176073549,NOT_STARTED,,,,
-435.0,360.0,,2020-12-26 09:56:21.238142-05:00,9.5,54.0,179639535,NOT_STARTED,,,,
205.0,-240.0,,2020-12-26 09:56:21.238142-05:00,-5.5,48.5,179639537,NOT_STARTED,,,,
-152.0,133.0,,2020-12-26 09:56:21.238142-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 09:56:21.238142-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 09:56:21.238142-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 09:56:21.238142-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 09:56:21.238142-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 09:56:21.238142-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 09:56:21.238142-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 09:56:21.238142-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 09:56:21.238142-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 09:56:21.238142-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 09:56:21.238142-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
148.0,-175.0,,2020-12-26 09:56:21.238142-05:00,-3.5,55.5,179639567,NOT_STARTED,,,,
-305.0,255.0,,2020-12-26 09:56:21.238142-05:00,7.0,46.0,176073549,NOT_STARTED,,,,
-435.0,360.0,,2020-12-26 09:57:22.875956-05:00,9.5,54.0,179639535,NOT_STARTED,,,,
205.0,-240.0,,2020-12-26 09:57:22.875956-05:00,-5.5,48.5,179639537,NOT_STARTED,,,,
-152.0,133.0,,2020-12-26 09:57:22.875956-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 09:57:22.875956-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 09:57:22.875956-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 09:57:22.875956-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 09:57:22.875956-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 09:57:22.875956-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 09:57:22.875956-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 09:57:22.875956-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 09:57:22.875956-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 09:57:22.875956-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 09:57:22.875956-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
148.0,-175.0,,2020-12-26 09:57:22.875956-05:00,-3.5,55.5,179639567,NOT_STARTED,,,,
-305.0,255.0,,2020-12-26 09:57:22.875956-05:00,7.0,46.0,176073549,NOT_STARTED,,,,
-435.0,360.0,,2020-12-26 09:58:20.242202-05:00,9.5,54.0,179639535,NOT_STARTED,,,,
205.0,-240.0,,2020-12-26 09:58:20.242202-05:00,-5.5,48.5,179639537,NOT_STARTED,,,,
-152.0,133.0,,2020-12-26 09:58:20.242202-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 09:58:20.242202-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 09:58:20.242202-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 09:58:20.242202-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 09:58:20.242202-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 09:58:20.242202-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 09:58:20.242202-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 09:58:20.242202-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 09:58:20.242202-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 09:58:20.242202-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 09:58:20.242202-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
148.0,-175.0,,2020-12-26 09:58:20.242202-05:00,-3.5,55.5,179639567,NOT_STARTED,,,,
-305.0,255.0,,2020-12-26 09:58:20.242202-05:00,7.0,46.0,176073549,NOT_STARTED,,,,
-435.0,360.0,,2020-12-26 09:59:21.765021-05:00,9.5,54.0,179639535,NOT_STARTED,,,,
205.0,-240.0,,2020-12-26 09:59:21.765021-05:00,-5.5,48.5,179639537,NOT_STARTED,,,,
-152.0,133.0,,2020-12-26 09:59:21.765021-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 09:59:21.765021-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 09:59:21.765021-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 09:59:21.765021-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 09:59:21.765021-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 09:59:21.765021-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 09:59:21.765021-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 09:59:21.765021-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 09:59:21.765021-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 09:59:21.765021-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 09:59:21.765021-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
148.0,-175.0,,2020-12-26 09:59:21.765021-05:00,-3.5,55.5,179639567,NOT_STARTED,,,,
-305.0,255.0,,2020-12-26 09:59:21.765021-05:00,7.0,46.0,176073549,NOT_STARTED,,,,
-435.0,360.0,,2020-12-26 10:00:21.886731-05:00,9.5,54.0,179639535,NOT_STARTED,,,,
205.0,-240.0,,2020-12-26 10:00:21.886731-05:00,-5.5,48.5,179639537,NOT_STARTED,,,,
-152.0,133.0,,2020-12-26 10:00:21.886731-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 10:00:21.886731-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 10:00:21.886731-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 10:00:21.886731-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 10:00:21.886731-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 10:00:21.886731-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 10:00:21.886731-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 10:00:21.886731-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 10:00:21.886731-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 10:00:21.886731-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 10:00:21.886731-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
148.0,-175.0,,2020-12-26 10:00:21.886731-05:00,-3.5,55.5,179639567,NOT_STARTED,,,,
-305.0,255.0,,2020-12-26 10:00:21.886731-05:00,7.0,46.0,176073549,NOT_STARTED,,,,
-435.0,360.0,,2020-12-26 10:01:23.343476-05:00,9.5,54.0,179639535,NOT_STARTED,,,,
205.0,-240.0,,2020-12-26 10:01:23.343476-05:00,-5.5,48.5,179639537,NOT_STARTED,,,,
-152.0,133.0,,2020-12-26 10:01:23.343476-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 10:01:23.343476-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 10:01:23.343476-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 10:01:23.343476-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 10:01:23.343476-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 10:01:23.343476-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 10:01:23.343476-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 10:01:23.343476-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 10:01:23.343476-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 10:01:23.343476-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 10:01:23.343476-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
148.0,-175.0,,2020-12-26 10:01:23.343476-05:00,-3.5,55.5,179639567,NOT_STARTED,,,,
-305.0,255.0,,2020-12-26 10:01:23.343476-05:00,7.0,46.0,176073549,NOT_STARTED,,,,
-435.0,360.0,,2020-12-26 10:02:20.995896-05:00,9.5,54.0,179639535,NOT_STARTED,,,,
205.0,-240.0,,2020-12-26 10:02:20.995896-05:00,-5.5,48.5,179639537,NOT_STARTED,,,,
-152.0,133.0,,2020-12-26 10:02:20.995896-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 10:02:20.995896-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 10:02:20.995896-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 10:02:20.995896-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 10:02:20.995896-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 10:02:20.995896-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 10:02:20.995896-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 10:02:20.995896-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 10:02:20.995896-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 10:02:20.995896-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 10:02:20.995896-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
148.0,-175.0,,2020-12-26 10:02:20.995896-05:00,-3.5,55.5,179639567,NOT_STARTED,,,,
-305.0,255.0,,2020-12-26 10:02:20.995896-05:00,7.0,46.0,176073549,NOT_STARTED,,,,
-435.0,360.0,,2020-12-26 10:03:21.099760-05:00,9.5,54.0,179639535,NOT_STARTED,,,,
205.0,-240.0,,2020-12-26 10:03:21.099760-05:00,-5.5,48.5,179639537,NOT_STARTED,,,,
-152.0,133.0,,2020-12-26 10:03:21.099760-05:00,3.0,48.0,179639542,NOT_STARTED,,,,
430.0,-530.0,,2020-12-26 10:03:21.099760-05:00,-11.0,53.5,179639561,NOT_STARTED,,,,
-455.0,380.0,,2020-12-26 10:03:21.099760-05:00,10.0,48.0,175163824,NOT_STARTED,,,,
375.0,-480.0,,2020-12-26 10:03:21.099760-05:00,-10.5,44.0,175163789,NOT_STARTED,,,,
-360.0,285.0,,2020-12-26 10:03:21.099760-05:00,7.0,47.0,179639560,NOT_STARTED,,,,
-129.0,114.0,,2020-12-26 10:03:21.099760-05:00,2.5,44.0,176125018,NOT_STARTED,,,,
270.0,-335.0,,2020-12-26 10:03:21.099760-05:00,-7.5,46.0,179640152,NOT_STARTED,,,,
104.0,-117.0,,2020-12-26 10:03:21.099760-05:00,-1.0,42.0,179639569,NOT_STARTED,,,,
155.0,-180.0,,2020-12-26 10:03:21.099760-05:00,-3.5,49.0,176121456,NOT_STARTED,,,,
-139.0,123.0,,2020-12-26 10:03:21.099760-05:00,3.0,49.5,175163781,NOT_STARTED,,,,
100.0,-114.0,,2020-12-26 10:03:21.099760-05:00,-1.0,47.5,179639565,NOT_STARTED,,,,
